"ltla21_code","total_population","legal_partnership","n","prop"
"E07000167",46327,"Divorced or civil partnership dissolved: Divorced; measures: Value",4540,"0.097999007059"
"E07000167",46327,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",8,"0.000172685475"
"E07000167",46327,"Widowed or surviving civil partnership partner; measures: Value",3550,"0.076629179528"
"E07000167",46327,"Widowed or surviving civil partnership partner: Widowed; measures: Value",3542,"0.076456494053"
"E07000167",46327,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",8,"0.000172685475"
"E07000168",92109,"Never married and never registered a civil partnership; measures: Value",29127,"0.316223170374"
"E07000168",92109,"Married or in a registered civil partnership; measures: Value",42493,"0.461333854455"
"E07000168",92109,"Married or in a registered civil partnership: Married; measures: Value",42282,"0.459043090252"
"E07000168",92109,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",42046,"0.456480908489"
"E07000168",92109,"Married or in a registered civil partnership: Married: Same sex; measures: Value",236,"0.002562181763"
"E07000168",92109,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",211,"0.002290764203"
"E07000168",92109,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",54,"0.000586261929"
"E07000168",92109,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",157,"0.001704502274"
"E07000168",92109,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2259,"0.024525290688"
"E07000168",92109,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2247,"0.024395010260"
"E07000168",92109,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",12,"0.000130280429"
"E07000168",92109,"Divorced or civil partnership dissolved; measures: Value",10665,"0.115786730938"
"E07000168",92109,"Divorced or civil partnership dissolved: Divorced; measures: Value",10645,"0.115569596891"
"E07000168",92109,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",20,"0.000217134048"
"E07000168",92109,"Widowed or surviving civil partnership partner; measures: Value",7565,"0.082130953544"
"E07000168",92109,"Widowed or surviving civil partnership partner: Widowed; measures: Value",7555,"0.082022386520"
"E07000168",92109,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",10,"0.000108567024"
"E07000169",75432,"Never married and never registered a civil partnership; measures: Value",22845,"0.302855552020"
"E07000169",75432,"Married or in a registered civil partnership; measures: Value",39060,"0.517817371938"
"E07000169",75432,"Married or in a registered civil partnership: Married; measures: Value",38944,"0.516279563050"
"E07000169",75432,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",38775,"0.514039134585"
"E07000169",75432,"Married or in a registered civil partnership: Married: Same sex; measures: Value",169,"0.002240428465"
"E07000169",75432,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",116,"0.001537808887"
"E07000169",75432,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",34,"0.000450737088"
"E07000169",75432,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",82,"0.001087071800"
"E07000169",75432,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1597,"0.021171386149"
"E07000169",75432,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1591,"0.021091844310"
"E07000169",75432,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",6,"0.000079541839"
"E07000169",75432,"Divorced or civil partnership dissolved; measures: Value",7275,"0.096444479796"
"E07000169",75432,"Divorced or civil partnership dissolved: Divorced; measures: Value",7260,"0.096245625199"
"E07000169",75432,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",15,"0.000198854598"
"E07000169",75432,"Widowed or surviving civil partnership partner; measures: Value",4655,"0.061711210097"
"E07000169",75432,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4655,"0.061711210097"
"E07000169",75432,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",0,"0.000000000000"
"E08000016",199789,"Never married and never registered a civil partnership; measures: Value",73099,"0.365881004460"
"E08000016",199789,"Married or in a registered civil partnership; measures: Value",87177,"0.436345344338"
"E08000016",199789,"Married or in a registered civil partnership: Married; measures: Value",86856,"0.434738649275"
"E08000016",199789,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",86342,"0.432165935061"
"E08000016",199789,"Married or in a registered civil partnership: Married: Same sex; measures: Value",514,"0.002572714213"
"E08000016",199789,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",321,"0.001606695063"
"E08000016",199789,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",126,"0.000630665352"
"E08000016",199789,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",195,"0.000976029711"
"E08000016",199789,"Separated, but still legally married or still legally in a civil partnership; measures: Value",4799,"0.024020341460"
"E08000016",199789,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",4770,"0.023875188324"
"E08000016",199789,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",29,"0.000145153137"
"E08000016",199789,"Divorced or civil partnership dissolved; measures: Value",21183,"0.106026858336"
"E08000016",199789,"Divorced or civil partnership dissolved: Divorced; measures: Value",21131,"0.105766583746"
"E08000016",199789,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",52,"0.000260274590"
"E08000016",199789,"Widowed or surviving civil partnership partner; measures: Value",13531,"0.067726451406"
"E08000016",199789,"Widowed or surviving civil partnership partner: Widowed; measures: Value",13521,"0.067676398601"
"E08000016",199789,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",10,"0.000050052806"
"E08000017",250926,"Never married and never registered a civil partnership; measures: Value",91135,"0.363194726732"
"E08000017",250926,"Married or in a registered civil partnership; measures: Value",109345,"0.435765923021"
"E08000017",250926,"Married or in a registered civil partnership: Married; measures: Value",108878,"0.433904816559"
"E08000017",250926,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",108233,"0.431334337613"
"E08000017",250926,"Married or in a registered civil partnership: Married: Same sex; measures: Value",645,"0.002570478946"
"E08000017",250926,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",467,"0.001861106462"
"E08000017",250926,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",220,"0.000876752509"
"E08000017",250926,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",247,"0.000984353953"
