"nhs_trust22_code","date","general_acute_beds_available","general_acute_beds_occupied","general_acute_beds_occupancy_rate","adult_general_acute_beds_available","adult_general_acute_beds_occupied","adult_general_acute_beds_occupancy_rate","paediatric_general_acute_beds_available","paediatric_general_acute_beds_occupied","paediatric_general_acute_beds_occupancy_rate","adult_critical_care_beds_available","adult_critical_care_beds_occupied","adult_critical_care_occupancy_rate","paediatric_intensive_cared_beds_available","paediatric_intensive_cared_beds_occupied","paediatric_intensive_cared_occupancy_rate","neonatal_intensive_care_bed_available","neonatal_intensive_care_bed_occupied","neonatal_intensive_care_occupancy_rate"
"RHQ","May 2024",1480,1373,0.928,1480,1373,0.928,NA,NA,NA,107,68,0.634,NA,NA,NA,47,30,0.629
"RHU","May 2024",1117,1073,0.96,1087,1053,0.969,30,20,0.661,20,19,0.974,0,0,NA,14,11,0.806
"RHW","May 2024",577,553,0.958,518,502,0.969,59,51,0.859,19,17,0.917,NA,NA,NA,2,1,0.403
"RJ1","May 2024",990,863,0.872,866,778,0.898,124,85,0.688,83,71,0.864,20,15,0.773,21,19,0.898
"RJ2","May 2024",967,938,0.97,928,904,0.974,39,34,0.884,36,29,0.802,0,0,NA,5,1,0.2
"RJ6","May 2024",476,468,0.982,458,453,0.989,18,14,0.801,15,12,0.772,0,0,NA,9,3,0.297
"RJ7","May 2024",835,787,0.943,784,744,0.948,51,44,0.861,57,53,0.945,15,10,0.682,40,32,0.796
"RJC","May 2024",403,387,0.96,386,375,0.972,17,12,0.687,7,4,0.581,0,0,NA,12,3,0.258
"RJE","May 2024",1364,1249,0.916,1312,1202,0.916,52,47,0.906,66,55,0.84,6,5,0.763,12,8,0.653
"RJL","May 2024",562,520,0.925,525,500,0.951,37,20,0.541,14,12,0.869,0,0,NA,26,16,0.6
"RJN","May 2024",316,299,0.945,301,290,0.964,15,8,0.553,6,4,0.667,0,0,NA,0,0,NA
"RJR","May 2024",472,457,0.968,450,444,0.988,22,12,0.551,15,13,0.844,0,0,NA,12,8,0.632
"RJZ","May 2024",1249,1219,0.976,1177,1156,0.982,72,64,0.883,121,117,0.967,16,12,0.778,48,39,0.812
"RK5","May 2024",678,644,0.949,652,625,0.958,26,19,0.733,12,10,0.788,0,0,NA,10,3,0.294
"RK9","May 2024",1123,1021,0.91,1065,996,0.935,57,26,0.447,46,30,0.642,0,0,NA,15,14,0.901
"RKB","May 2024",1080,1045,0.967,1021,1004,0.984,59,40,0.685,44,37,0.847,0,0,NA,27,21,0.767
"RKE","May 2024",275,272,0.988,258,257,0.994,17,15,0.888,12,9,0.737,0,0,NA,6,3,0.5
"RL1","May 2024",148,116,0.782,140,112,0.803,9,4,0.433,5,3,0.536,NA,NA,NA,NA,NA,NA
"RL4","May 2024",830,797,0.961,804,772,0.961,26,25,0.952,28,20,0.703,0,0,NA,14,13,0.919
"RLQ","May 2024",322,322,1,312,312,1,10,10,1,8,6,0.702,0,0,NA,3,1,0.194
"RLT","May 2024",380,376,0.99,380,376,0.99,NA,NA,NA,8,5,0.605,NA,NA,NA,NA,NA,NA
"RM1","May 2024",974,928,0.953,945,910,0.962,28,18,0.65,35,25,0.716,0,0,NA,15,9,0.624
"RM3","May 2024",1565,1355,0.866,1516,1328,0.876,49,27,0.546,63,59,0.926,NA,NA,NA,9,6,0.616
"RMC","May 2024",587,536,0.913,528,502,0.951,59,34,0.573,18,12,0.668,0,0,NA,19,19,1
"RMP","May 2024",434,405,0.932,394,383,0.971,40,22,0.539,9,7,0.746,0,0,NA,1,0,0
"RN3","May 2024",556,540,0.971,521,514,0.988,35,25,0.72,12,8,0.653,0,0,NA,8,6,0.75
"RN5","May 2024",844,761,0.902,796,735,0.923,47,26,0.544,27,17,0.625,NA,NA,NA,4,0,0.056
"RN7","May 2024",563,521,0.924,519,493,0.95,44,28,0.622,12,10,0.799,0,0,NA,0,0,NA
"RNA","May 2024",651,617,0.948,618,597,0.967,33,20,0.599,29,21,0.718,0,0,NA,18,16,0.892
"RNN","May 2024",623,572,0.919,576,551,0.957,47,21,0.449,15,10,0.671,0,0,NA,0,0,NA
"RNQ","May 2024",537,527,0.982,515,509,0.99,22,18,0.806,10,9,0.89,NA,NA,NA,4,0,0
"RNS","May 2024",701,669,0.955,636,630,0.991,65,39,0.598,16,7,0.409,0,0,NA,2,1,0.581
"RNZ","May 2024",448,424,0.947,432,416,0.964,16,8,0.492,10,7,0.697,0,0,NA,4,0,0.016
"RP4","May 2024",263,204,0.778,NA,NA,NA,263,204,0.778,NA,NA,NA,47,38,0.811,NA,NA,NA
"RP5","May 2024",732,697,0.951,712,681,0.955,20,16,0.806,26,20,0.78,0,0,NA,3,1,0.361
"RP6","May 2024",10,4,0.352,10,4,0.352,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"RPA","May 2024",548,520,0.949,511,490,0.959,37,30,0.811,29,18,0.611,0,0,NA,20,14,0.687
"RPC","May 2024",55,28,0.504,53,27,0.514,2,0,0.242,5,1,0.277,NA,NA,NA,NA,NA,NA
"RPY","May 2024",203,171,0.841,185,159,0.861,18,11,0.633,16,10,0.611,NA,NA,NA,NA,NA,NA
"RQ3","May 2024",267,221,0.828,24,14,0.597,243,207,0.85,0,0,NA,29,29,0.995,21,14,0.657
"RQM","May 2024",763,725,0.95,693,675,0.974,70,50,0.712,24,20,0.81,10,6,0.632,50,43,0.862
"RQW","May 2024",454,440,0.968,436,426,0.975,18,14,0.787,10,8,0.826,0,0,NA,6,3,0.548
"RQX","May 2024",257,235,0.912,239,225,0.939,18,10,0.548,12,9,0.776,0,0,NA,24,19,0.797
"RR7","May 2024",461,440,0.955,461,440,0.955,0,0,NA,12,8,0.668,0,0,NA,0,0,NA
"RR8","May 2024",1803,1744,0.967,1671,1623,0.971,132,121,0.917,63,61,0.96,16,12,0.748,24,21,0.873
"RRF","May 2024",387,387,1,387,387,1,0,0,NA,11,6,0.537,0,0,NA,1,0,0.258
"RRJ","May 2024",104,79,0.756,104,79,0.756,0,0,NA,6,4,0.643,0,0,NA,0,0,NA
"RRK","May 2024",2469,2418,0.979,2391,2352,0.984,78,66,0.842,93,90,0.967,NA,NA,NA,12,9,0.731
"RRV","May 2024",765,666,0.871,702,628,0.893,63,39,0.622,72,55,0.764,0,0,NA,30,24,0.791
"RTD","May 2024",1417,1270,0.896,1260,1137,0.902,157,133,0.848,85,60,0.702,25,15,0.622,12,8,0.645
"RTE","May 2024",873,783,0.896,813,754,0.928,60,28,0.469,25,15,0.586,0,0,NA,12,6,0.508
"RTF","May 2024",837,770,0.921,818,760,0.929,18,10,0.564,15,9,0.615,0,0,NA,12,3,0.253
"RTG","May 2024",1469,1370,0.933,1429,1346,0.942,40,24,0.595,51,41,0.813,NA,NA,NA,28,23,0.824
"RTH","May 2024",1024,954,0.931,945,888,0.939,79,66,0.839,58,45,0.776,17,11,0.639,36,36,1
"RTK","May 2024",473,433,0.914,453,418,0.922,20,15,0.727,12,11,0.944,0,0,NA,8,3,0.331
"RTP","May 2024",688,671,0.976,661,651,0.985,26,20,0.763,17,14,0.839,0,0,NA,23,13,0.567
"RTR","May 2024",937,854,0.911,869,815,0.938,68,39,0.573,62,54,0.876,0,0,NA,15,13,0.861
"RTX","May 2024",651,564,0.866,618,544,0.88,33,20,0.597,14,10,0.721,0,0,NA,1,0,0.032
"RVJ","May 2024",938,913,0.974,938,913,0.974,NA,NA,NA,46,41,0.89,NA,NA,NA,32,21,0.648
"RVR","May 2024",645,576,0.892,619,560,0.904,26,16,0.603,21,16,0.74,0,0,NA,0,0,NA
"RVV","May 2024",1108,1020,0.921,1052,982,0.933,55,38,0.688,45,30,0.668,NA,NA,NA,44,20,0.443
"RVW","May 2024",518,485,0.937,498,471,0.945,20,15,0.737,16,13,0.799,0,0,NA,0,0,NA
"RWA","May 2024",1182,1078,0.912,1131,1040,0.919,51,38,0.752,44,32,0.721,0,0,NA,6,5,0.937
"RWD","May 2024",1010,933,0.924,975,909,0.932,35,24,0.698,25,16,0.63,0,0,NA,23,12,0.519
"RWE","May 2024",1732,1538,0.888,1624,1452,0.894,108,86,0.793,86,55,0.64,13,11,0.814,42,34,0.815
"RWF","May 2024",731,634,0.867,706,611,0.865,25,22,0.9,31,19,0.625,0,0,NA,0,0,NA
"RWG","May 2024",661,599,0.906,623,581,0.932,38,18,0.485,19,9,0.487,0,0,NA,7,4,0.548
"RWH","May 2024",591,531,0.898,561,511,0.91,30,20,0.657,18,13,0.733,NA,NA,NA,10,6,0.584
"RWJ","May 2024",639,602,0.942,617,588,0.952,22,15,0.667,13,10,0.747,0,0,NA,5,3,0.619
"RWP","May 2024",863,820,0.95,832,800,0.961,31,21,0.663,16,12,0.79,NA,NA,NA,6,2,0.285
"RWW","May 2024",571,530,0.928,531,514,0.969,40,15,0.385,18,14,0.794,0,0,NA,2,1,0.419
"RWY","May 2024",705,675,0.957,666,648,0.974,39,27,0.678,11,9,0.839,0,0,NA,6,4,0.608
"RX1","May 2024",1681,1545,0.919,1570,1452,0.925,111,93,0.834,66,47,0.709,14,13,0.892,41,31,0.753
"RXC","May 2024",801,788,0.984,783,773,0.987,17,15,0.854,19,12,0.642,0,0,0,12,6,0.535
"RXF","May 2024",1026,974,0.95,979,958,0.979,47,16,0.349,18,11,0.633,0,0,NA,7,3,0.359
"RXK","May 2024",643,611,0.95,597,570,0.955,46,41,0.884,22,21,0.975,0,0,NA,10,0,0
"RXL","May 2024",785,739,0.941,741,716,0.966,44,23,0.526,34,28,0.823,0,0,NA,4,4,0.976
"RXN","May 2024",871,833,0.956,841,816,0.97,30,17,0.571,34,29,0.855,0,0,NA,28,21,0.743
"RXP","May 2024",860,757,0.88,829,738,0.891,31,18,0.588,21,13,0.616,NA,NA,NA,NA,NA,NA
"RXQ","May 2024",451,419,0.928,410,389,0.949,41,30,0.721,18,13,0.702,0,0,NA,6,5,0.874
"RXR","May 2024",744,715,0.961,690,674,0.977,54,41,0.76,28,21,0.759,NA,NA,NA,8,4,0.452
"RXW","May 2024",833,796,0.955,802,773,0.964,31,22,0.715,25,14,0.552,0,0,NA,6,3,0.435
"RYJ","May 2024",1053,949,0.901,1019,916,0.899,34,33,0.959,95,86,0.909,13,9,0.658,46,32,0.689
"RYR","May 2024",1777,1698,0.955,1693,1637,0.966,84,61,0.727,63,57,0.903,0,0,NA,67,36,0.532
"R0A","June 2024",2283,2065,0.904,1993,1856,0.931,290,209,0.72,124,100,0.809,46,34,0.748,72,59,0.817
"R0B","June 2024",1108,966,0.872,1060,942,0.889,48,24,0.502,22,13,0.595,0,0,NA,7,5,0.816
"R0D","June 2024",1096,1015,0.926,1070,998,0.933,26,17,0.655,22,17,0.752,0,0,NA,20,15,0.75
"R1F","June 2024",280,273,0.977,270,269,0.997,10,4,0.433,6,4,0.722,0,0,NA,0,0,NA
"R1H","June 2024",1658,1548,0.934,1507,1419,0.942,151,129,0.854,115,105,0.914,5,3,0.577,50,44,0.88
"R1K","June 2024",1089,1037,0.953,1069,1019,0.954,20,18,0.892,56,46,0.83,0,0,NA,5,4,0.813
"RA2","June 2024",484,450,0.93,455,435,0.956,29,15,0.524,16,14,0.897,0,0,NA,4,1,0.175
"RA7","June 2024",1014,953,0.94,877,840,0.958,137,113,0.825,56,50,0.899,18,16,0.889,31,23,0.74
"RA9","June 2024",411,388,0.943,387,372,0.96,24,16,0.674,10,6,0.583,NA,NA,NA,NA,NA,NA
"RAE","June 2024",617,546,0.886,573,513,0.896,44,33,0.754,13,10,0.773,0,0,NA,9,9,1
"RAJ","June 2024",1750,1651,0.943,1675,1606,0.959,75,45,0.598,79,72,0.914,0,0,NA,29,18,0.641
"RAL","June 2024",990,937,0.946,948,908,0.957,42,29,0.694,67,61,0.899,0,0,NA,4,1,0.192
"RAN","June 2024",167,138,0.825,140,117,0.831,27,21,0.791,10,6,0.58,6,3,0.422,0,0,NA
"RAP","June 2024",440,438,0.996,424,423,0.997,16,15,0.963,21,18,0.882,NA,NA,NA,NA,NA,NA
"RAS","June 2024",368,357,0.969,344,339,0.984,24,18,0.76,12,11,0.9,NA,NA,NA,14,9,0.667
"RAX","June 2024",410,372,0.908,386,357,0.926,24,15,0.632,15,11,0.718,NA,NA,NA,20,11,0.538
"RBD","June 2024",322,312,0.968,309,305,0.987,14,8,0.546,8,6,0.781,0,0,NA,0,0,NA
"RBK","June 2024",533,493,0.925,488,461,0.944,45,32,0.715,13,10,0.757,NA,NA,NA,2,1,0.639
"RBL","June 2024",742,695,0.936,723,682,0.943,19,13,0.689,18,9,0.506,NA,NA,NA,7,5,0.667
"RBN","June 2024",1212,1180,0.974,1178,1152,0.978,34,29,0.831,32,19,0.606,0,0,NA,0,0,NA
"RBQ","June 2024",156,127,0.813,156,127,0.813,NA,NA,NA,30,24,0.802,NA,NA,NA,NA,NA,NA
"RBS","June 2024",210,163,0.775,0,0,NA,210,163,0.775,0,0,NA,21,16,0.765,0,0,NA
"RBT","June 2024",518,478,0.924,491,465,0.948,27,13,0.484,11,8,0.748,0,0,NA,15,5,0.307
"RBV","June 2024",181,166,0.918,181,166,0.918,NA,NA,NA,8,6,0.713,NA,NA,NA,NA,NA,NA
"RC9","June 2024",1073,1036,0.965,977,949,0.972,96,87,0.9,26,13,0.518,0,0,NA,26,24,0.938
"RCB","June 2024",857,799,0.933,817,780,0.955,40,20,0.493,31,14,0.452,0,0,NA,2,1,0.45
"RCD","June 2024",314,267,0.85,295,259,0.878,19,8,0.421,11,4,0.373,0,0,NA,0,0,NA
"RCF","June 2024",354,343,0.968,339,329,0.972,15,14,0.89,7,6,0.792,0,0,NA,0,0,NA
"RCU","June 2024",146,97,0.666,0,0,NA,146,97,0.666,0,0,NA,8,5,0.661,2,0,0.167
"RCX","June 2024",539,514,0.954,519,501,0.964,20,14,0.692,13,9,0.654,NA,NA,NA,3,0,0
"RD1","June 2024",539,511,0.948,519,496,0.955,21,16,0.76,13,10,0.733,0,0,NA,7,6,0.895
"RD8","June 2024",537,500,0.931,488,473,0.971,49,26,0.54,10,6,0.64,0,0,NA,4,4,0.925
"RDE","June 2024",1239,1176,0.949,1201,1152,0.959,38,24,0.632,32,21,0.667,0,0,NA,10,5,0.508
"RDU","June 2024",1280,1179,0.922,1233,1151,0.934,47,28,0.601,24,21,0.889,0,0,NA,27,22,0.812
"REF","June 2024",678,647,0.955,641,630,0.984,37,17,0.459,15,13,0.856,0,0,NA,7,4,0.624
"REM","June 2024",1612,1520,0.943,1612,1520,0.943,0,0,NA,61,48,0.786,NA,NA,NA,NA,NA,NA
"REN","June 2024",101,95,0.936,101,95,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REP","June 2024",24,14,0.574,24,14,0.574,NA,NA,NA,2,1,0.417,NA,NA,NA,44,32,0.736
"RET","June 2024",151,133,0.881,151,133,0.881,0,0,NA,20,14,0.703,0,0,NA,0,0,NA
"RF4","June 2024",988,906,0.918,949,871,0.918,39,35,0.903,57,49,0.86,0,0,NA,11,7,0.664
"RFF","June 2024",447,422,0.945,439,418,0.952,8,4,0.554,25,17,0.684,0,0,NA,2,1,0.3
"RFR","June 2024",470,435,0.926,448,423,0.943,22,13,0.577,13,9,0.715,0,0,NA,14,6,0.421
"RFS","June 2024",519,490,0.945,501,476,0.95,18,15,0.819,15,11,0.707,0,0,NA,3,3,0.938
"RGM","June 2024",181,174,0.959,181,174,0.959,NA,NA,NA,30,28,0.94,NA,NA,NA,NA,NA,NA
"RGN","June 2024",976,942,0.965,932,906,0.972,44,35,0.803,21,18,0.868,NA,NA,NA,3,1,0.432
"RGP","June 2024",481,462,0.961,453,441,0.974,28,21,0.745,12,9,0.733,0,0,NA,9,5,0.519
"RGR","June 2024",447,415,0.928,432,403,0.934,15,12,0.765,16,13,0.808,0,0,NA,12,9,0.722
"RGT","June 2024",1058,981,0.927,979,915,0.934,79,66,0.841,65,53,0.818,9,5,0.515,50,34,0.682
"RH5","June 2024",1005,892,0.887,938,857,0.913,67,35,0.524,27,20,0.728,0,0,NA,8,3,0.444
"RH8","June 2024",1124,1001,0.891,1078,975,0.904,46,26,0.579,37,17,0.461,0,0,NA,8,7,0.848
"RHM","June 2024",1124,1023,0.91,1029,950,0.923,95,72,0.762,99,82,0.824,14,11,0.798,12,9,0.728
"RHQ","June 2024",1456,1328,0.912,1456,1328,0.912,NA,NA,NA,116,75,0.645,NA,NA,NA,42,31,0.725
"RHU","June 2024",1088,1046,0.962,1058,1026,0.97,30,20,0.673,22,22,1,0,0,NA,14,12,0.848
"RHW","June 2024",577,537,0.931,518,492,0.95,59,45,0.764,19,17,0.906,NA,NA,NA,2,1,0.317
"RJ1","June 2024",958,788,0.822,838,709,0.846,120,79,0.658,80,59,0.735,19,13,0.665,20,18,0.918
"RJ2","June 2024",960,931,0.97,921,896,0.973,39,36,0.911,36,26,0.714,0,0,NA,5,1,0.2
"RJ6","June 2024",468,461,0.984,450,446,0.991,18,15,0.826,15,11,0.722,0,0,NA,9,5,0.533
"RJ7","June 2024",833,783,0.94,782,740,0.947,51,42,0.831,54,47,0.874,12,8,0.736,40,30,0.758
"RJC","June 2024",404,387,0.959,387,375,0.971,17,12,0.698,7,4,0.641,0,0,NA,12,6,0.486
"RJE","June 2024",1364,1255,0.92,1312,1207,0.92,52,49,0.933,66,58,0.882,6,5,0.772,12,8,0.647
"RJL","June 2024",558,522,0.936,521,503,0.964,37,20,0.534,14,12,0.889,0,0,NA,26,16,0.615
"RJN","June 2024",318,301,0.945,303,292,0.963,15,9,0.593,6,3,0.517,0,0,NA,0,0,NA
"RJR","June 2024",470,453,0.963,448,441,0.984,22,12,0.536,15,13,0.841,0,0,NA,12,6,0.461
"RJZ","June 2024",1241,1206,0.972,1169,1147,0.981,72,59,0.826,121,107,0.882,16,11,0.669,47,38,0.819
"RK5","June 2024",685,650,0.949,659,633,0.96,26,17,0.668,12,10,0.852,0,0,NA,10,4,0.417
"RK9","June 2024",1135,1046,0.921,1079,1021,0.946,56,25,0.441,46,28,0.614,0,0,NA,15,13,0.856
"RKB","June 2024",1073,1032,0.962,1014,991,0.977,59,41,0.694,44,37,0.831,0,0,NA,27,21,0.785
"RKE","June 2024",267,262,0.983,250,248,0.992,17,15,0.855,12,10,0.809,0,0,NA,6,3,0.578
"RL1","June 2024",149,117,0.783,140,114,0.81,9,3,0.335,5,3,0.543,NA,NA,NA,NA,NA,NA
"RL4","June 2024",829,793,0.957,803,767,0.956,26,26,0.994,28,20,0.729,0,0,NA,14,13,0.936
"RLQ","June 2024",331,331,1,319,319,1,13,13,1,8,6,0.788,0,0,NA,3,1,0.478
"RLT","June 2024",381,377,0.99,381,377,0.99,NA,NA,NA,8,6,0.758,NA,NA,NA,NA,NA,NA
"RM1","June 2024",957,909,0.95,930,893,0.961,27,15,0.567,35,28,0.802,0,0,NA,15,10,0.669
"RM3","June 2024",1534,1378,0.898,1485,1351,0.91,49,27,0.544,64,58,0.91,NA,NA,NA,9,4,0.478
"RMC","June 2024",592,538,0.908,533,506,0.949,59,32,0.535,18,14,0.757,0,0,NA,19,19,1
"RMP","June 2024",432,402,0.93,392,380,0.97,40,21,0.536,9,6,0.641,0,0,NA,1,1,0.667
"RN3","June 2024",559,544,0.974,524,519,0.99,35,25,0.724,12,8,0.679,0,0,NA,8,6,0.758
"RN5","June 2024",847,744,0.879,798,719,0.9,48,25,0.525,27,17,0.62,NA,NA,NA,4,0,0.034
"RN7","June 2024",548,508,0.928,504,477,0.948,44,31,0.705,12,10,0.825,0,0,NA,0,0,NA
"RNA","June 2024",648,612,0.945,615,595,0.967,33,18,0.534,29,24,0.826,0,0,NA,18,17,0.958
"RNN","June 2024",621,571,0.919,574,548,0.954,47,23,0.495,15,10,0.636,0,0,NA,0,0,NA
"RNQ","June 2024",539,531,0.985,517,513,0.993,22,18,0.797,10,9,0.917,NA,NA,NA,4,0,0.033
"RNS","June 2024",701,665,0.949,636,628,0.988,65,37,0.565,16,10,0.6,0,0,NA,2,1,0.652
"RNZ","June 2024",453,431,0.952,437,421,0.963,16,10,0.652,10,6,0.614,0,0,NA,4,0,0.033
"RP4","June 2024",258,200,0.775,NA,NA,NA,258,200,0.775,NA,NA,NA,47,40,0.843,NA,NA,NA
"RP5","June 2024",733,689,0.94,713,676,0.948,20,13,0.657,26,20,0.753,0,0,NA,3,0,0.16
"RP6","June 2024",10,4,0.423,10,4,0.423,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"RPA","June 2024",548,520,0.949,511,490,0.959,37,30,0.811,29,24,0.839,0,0,NA,20,14,0.678
"RPC","June 2024",55,25,0.455,53,25,0.467,2,0,0.117,5,2,0.487,NA,NA,NA,NA,NA,NA
"RPY","June 2024",209,172,0.822,191,161,0.845,18,10,0.576,16,10,0.619,NA,NA,NA,NA,NA,NA
"RQ3","June 2024",270,223,0.826,24,17,0.717,246,206,0.837,0,0,NA,29,29,0.993,21,14,0.664
"RQM","June 2024",764,721,0.943,694,675,0.972,70,46,0.655,24,19,0.789,10,6,0.603,50,44,0.881
"RQW","June 2024",454,438,0.965,436,425,0.974,18,14,0.75,10,8,0.773,0,0,NA,6,3,0.439
"RQX","June 2024",258,231,0.898,240,220,0.919,18,11,0.62,12,8,0.686,0,0,NA,24,19,0.798
"RR7","June 2024",451,428,0.949,451,428,0.949,0,0,NA,13,8,0.636,0,0,NA,0,0,NA
"RR8","June 2024",1767,1684,0.953,1631,1565,0.96,135,119,0.878,61,57,0.936,16,12,0.795,24,21,0.866
"RRF","June 2024",386,386,1,386,386,1,0,0,NA,11,6,0.533,0,0,1,1,0,0
"RRJ","June 2024",93,68,0.734,93,68,0.734,0,0,NA,6,3,0.539,0,0,NA,0,0,NA
"RRK","June 2024",2475,2426,0.98,2397,2360,0.985,78,66,0.843,95,91,0.959,NA,NA,NA,12,11,0.905
"RRV","June 2024",771,679,0.88,708,641,0.905,63,37,0.597,73,55,0.757,0,0,NA,30,23,0.779
"RTD","June 2024",1418,1235,0.871,1258,1098,0.873,160,136,0.851,86,61,0.702,25,17,0.686,12,8,0.619
"RTE","June 2024",869,781,0.899,809,754,0.931,60,28,0.462,25,14,0.544,0,0,NA,12,7,0.622
"RTF","June 2024",832,751,0.902,814,742,0.912,18,9,0.476,15,11,0.744,0,0,NA,12,5,0.406
"RTG","June 2024",1462,1365,0.933,1422,1337,0.941,40,27,0.675,51,43,0.846,NA,NA,NA,28,24,0.87
"RTH","June 2024",988,922,0.934,910,860,0.945,78,63,0.807,58,44,0.752,17,12,0.684,32,32,0.991
"RTK","June 2024",471,433,0.92,451,420,0.93,20,14,0.685,11,9,0.825,0,0,NA,8,3,0.358
"RTP","June 2024",664,645,0.971,638,626,0.98,25,19,0.747,17,14,0.834,0,0,NA,23,10,0.432
"RTR","June 2024",939,840,0.895,872,804,0.923,68,36,0.534,61,54,0.893,0,0,NA,15,12,0.789
"RTX","June 2024",634,558,0.88,601,539,0.897,33,19,0.565,14,10,0.683,0,0,NA,1,0,0
"RVJ","June 2024",941,917,0.975,941,917,0.975,NA,NA,NA,46,43,0.928,NA,NA,NA,32,22,0.701
"RVR","June 2024",643,576,0.895,619,561,0.905,24,15,0.633,21,15,0.732,0,0,NA,0,0,NA
"RVV","June 2024",1098,995,0.906,1043,961,0.921,55,35,0.628,46,29,0.628,NA,NA,NA,44,18,0.404
"RVW","June 2024",509,462,0.909,489,448,0.917,20,14,0.71,16,10,0.623,0,0,NA,0,0,NA
"RWA","June 2024",1163,1070,0.921,1112,1036,0.931,51,35,0.682,44,31,0.715,0,0,NA,7,7,0.976
"RWD","June 2024",1023,930,0.908,983,906,0.921,40,24,0.592,25,15,0.581,0,0,NA,23,11,0.496
"RWE","June 2024",1733,1551,0.895,1625,1474,0.907,108,77,0.711,86,49,0.566,13,10,0.779,42,30,0.713
"RWF","June 2024",732,615,0.84,708,594,0.838,24,21,0.883,31,19,0.601,0,0,NA,0,0,NA
"RWG","June 2024",648,581,0.896,610,559,0.916,38,21,0.562,19,11,0.57,0,0,NA,7,4,0.543
"RWH","June 2024",591,508,0.861,561,488,0.871,30,20,0.672,18,13,0.725,NA,NA,NA,10,4,0.393
"RWJ","June 2024",634,589,0.929,612,576,0.94,22,14,0.63,13,10,0.741,0,0,NA,5,3,0.642
"RWP","June 2024",847,795,0.938,816,774,0.948,31,21,0.669,15,12,0.791,NA,NA,NA,6,2,0.339
"RWW","June 2024",556,521,0.936,516,501,0.971,40,19,0.48,18,14,0.774,0,0,NA,2,1,0.333
"RWY","June 2024",697,663,0.951,659,641,0.973,38,22,0.565,10,7,0.709,0,0,NA,6,4,0.7
"RX1","June 2024",1668,1519,0.911,1559,1429,0.917,109,90,0.827,66,52,0.779,14,12,0.84,41,31,0.759
"RXC","June 2024",794,771,0.971,777,759,0.976,17,13,0.734,19,13,0.698,0,0,NA,12,2,0.203
"RXF","June 2024",1020,975,0.956,973,958,0.985,47,17,0.36,18,9,0.509,0,0,NA,7,3,0.469
"RXK","June 2024",643,615,0.957,597,574,0.962,46,41,0.885,24,23,0.946,0,0,NA,10,0,0
"RXL","June 2024",788,743,0.943,744,723,0.972,44,20,0.449,34,27,0.785,0,0,NA,4,3,0.85
"RXN","June 2024",866,817,0.943,836,798,0.954,30,19,0.633,34,28,0.822,0,0,NA,28,24,0.874
"RXP","June 2024",859,756,0.88,828,737,0.889,31,19,0.626,21,11,0.502,NA,NA,NA,NA,NA,NA
"RXQ","June 2024",450,417,0.926,410,393,0.959,40,24,0.593,18,12,0.663,0,0,NA,6,5,0.88
"RXR","June 2024",745,714,0.958,692,674,0.973,53,40,0.76,28,20,0.729,NA,NA,NA,8,5,0.604
"RXW","June 2024",824,780,0.946,793,757,0.954,31,23,0.741,25,14,0.563,0,0,NA,6,4,0.589
"RYJ","June 2024",1052,945,0.899,1017,911,0.896,35,34,0.976,94,86,0.921,13,7,0.538,46,31,0.664
"RYR","June 2024",1758,1674,0.952,1674,1613,0.963,84,61,0.725,64,58,0.906,0,0,NA,67,39,0.576
"R0A","July 2024",2283,2061,0.903,1993,1852,0.929,290,209,0.721,123,99,0.806,46,35,0.764,72,60,0.834
"R0B","July 2024",1079,948,0.878,1032,923,0.895,47,25,0.523,22,11,0.51,0,0,NA,6,4,0.677
"R0D","July 2024",1097,1026,0.935,1071,1008,0.941,26,18,0.696,22,16,0.748,0,0,NA,20,14,0.681
"R1F","July 2024",276,270,0.976,266,264,0.994,10,5,0.51,6,4,0.631,0,0,0,0,0,NA
"R1H","July 2024",1655,1515,0.915,1503,1390,0.925,152,125,0.82,112,100,0.89,4,3,0.692,54,41,0.772
"R1K","July 2024",1069,1010,0.945,1049,993,0.946,20,17,0.869,56,44,0.79,0,0,NA,5,3,0.523
"RA2","July 2024",485,438,0.903,456,423,0.929,29,14,0.493,18,17,0.949,0,0,NA,4,1,0.226
"RA7","July 2024",1010,942,0.933,873,829,0.95,137,114,0.829,56,50,0.889,18,14,0.79,31,24,0.783
"RA9","July 2024",410,384,0.938,386,369,0.956,24,15,0.641,10,6,0.648,NA,NA,NA,NA,NA,NA
"RAE","July 2024",614,547,0.89,570,516,0.904,44,31,0.71,15,12,0.807,0,0,NA,8,8,1
"RAJ","July 2024",1711,1608,0.94,1636,1565,0.957,75,43,0.572,76,68,0.899,0,0,NA,28,17,0.612
"RAL","July 2024",990,932,0.942,948,901,0.951,42,31,0.737,67,60,0.896,0,0,NA,4,1,0.218
"RAN","July 2024",173,142,0.823,146,120,0.823,27,22,0.823,10,5,0.509,6,3,0.5,0,0,NA
"RAP","July 2024",448,447,0.997,432,431,0.998,16,15,0.96,21,18,0.857,NA,NA,NA,NA,NA,NA
"RAS","July 2024",358,341,0.953,334,322,0.964,24,19,0.8,12,9,0.785,NA,NA,NA,13,8,0.665
