"nhs_trust22_code","total_attendances","attendances_over_4hours","total_emergency_admissions","emergency_admissions_over_4hours","pct_attendance_over_4hours","pct_emergency_admissions_over_4hours","date"
"RJ8",0,0,107,0,NA,0,"October 2022"
"RBD",7466,2210,1704,190,0.3,0.11,"October 2022"
"RDY",0,0,2,0,NA,0,"October 2022"
"RTQ",5827,18,6,0,0,0,"October 2022"
"RTE",12633,5019,3829,1000,0.4,0.26,"October 2022"
"RN3",10687,2903,3528,474,0.27,0.13,"October 2022"
"RVJ",8696,3698,4673,1179,0.43,0.25,"October 2022"
"REF",16134,3715,2997,1147,0.23,0.38,"October 2022"
"RH8",15339,6431,5528,1228,0.42,0.22,"October 2022"
"RD1",8164,3971,3685,1013,0.49,0.27,"October 2022"
"RNZ",6336,1843,1894,478,0.29,0.25,"October 2022"
"RH5",15048,4045,3007,747,0.27,0.25,"October 2022"
"RYF",2039,139,0,0,0.07,NA,"October 2022"
"RA9",8854,3805,2885,734,0.43,0.25,"October 2022"
"RA7",16888,6824,5182,2002,0.4,0.39,"October 2022"
"R0D",13676,NA,5544,1392,NA,0.25,"October 2022"
"RK9",12099,NA,3028,1198,NA,0.4,"October 2022"
"RA4",6024,2016,1909,93,0.33,0.05,"October 2022"
"RC9",22835,NA,6364,94,NA,0.01,"November 2022"
"RGT",16152,NA,3388,1027,NA,0.3,"November 2022"
"RWH",15407,5974,3113,279,0.39,0.09,"November 2022"
"RDE",25197,8165,6036,1679,0.32,0.28,"November 2022"
"RY4",1124,19,0,0,0.02,NA,"November 2022"
"RGP",7541,2459,2139,762,0.33,0.36,"November 2022"
"RAJ",32856,12640,9604,2716,0.38,0.28,"November 2022"
"RD8",14371,3028,2299,800,0.21,0.35,"November 2022"
"RM1",19836,5028,4055,1402,0.25,0.35,"November 2022"
"RGN",17424,6886,4977,1275,0.4,0.26,"November 2022"
"RQW",10684,4871,2367,752,0.46,0.32,"November 2022"
"RCX",7007,2867,2581,1508,0.41,0.58,"November 2022"
"RWG",15554,6198,3684,1418,0.4,0.38,"November 2022"
"RGR",7654,NA,2600,962,NA,0.37,"November 2022"
"RF4",26881,11677,4739,1729,0.43,0.36,"November 2022"
"R1H",45125,16509,6346,3984,0.37,0.63,"November 2022"
"RYX",8713,281,0,0,0.03,NA,"November 2022"
"RQM",30779,NA,3086,1007,NA,0.33,"November 2022"
"RJ6",17320,4823,1308,808,0.28,0.62,"November 2022"
"RVR",14110,3791,2145,1023,0.27,0.48,"November 2022"
"RJ1",17801,4783,4472,118,0.27,0.03,"November 2022"
"RQX",10852,2199,1859,241,0.2,0.13,"November 2022"
"RY9",5145,9,0,0,0,NA,"November 2022"
"RYJ",22276,NA,3871,1513,NA,0.39,"November 2022"
"RJZ",24590,10892,4185,2432,0.44,0.58,"November 2022"
"RAX",10699,3950,2838,718,0.37,0.25,"November 2022"
"RJ2",26807,9790,4875,1959,0.37,0.4,"November 2022"
"R1K",29840,10011,7957,1481,0.34,0.19,"November 2022"
"RP6",5459,72,194,0,0.01,0,"November 2022"
"RAT",2059,82,0,0,0.04,NA,"November 2022"
"RAP",17932,6557,2068,1236,0.37,0.6,"November 2022"
"RAL",26745,9446,3717,1867,0.35,0.5,"November 2022"
"RAN",0,0,39,0,NA,0,"November 2022"
"RJ7",12592,2379,3127,1078,0.19,0.34,"November 2022"
"RAS",13560,5050,1998,656,0.37,0.33,"November 2022"
"RRV",13377,4475,1681,544,0.33,0.32,"November 2022"
"RKE",9324,3379,993,602,0.36,0.61,"November 2022"
"RQ3",6849,2507,1131,0,0.37,0,"November 2022"
"RFS",8444,3290,3248,870,0.39,0.27,"November 2022"
"RY8",8159,1,0,0,0,NA,"November 2022"
"RLT",8397,1975,939,486,0.24,0.52,"November 2022"
"RNQ",9336,NA,2135,1207,NA,0.57,"November 2022"
"RY5",7047,175,0,0,0.02,NA,"November 2022"
"RNS",11847,4269,3500,927,0.36,0.26,"November 2022"
"RX1",18758,NA,7239,1300,NA,0.18,"November 2022"
"RXK",27796,7699,3482,1879,0.28,0.54,"November 2022"
"RK5",15015,3739,3653,901,0.25,0.25,"November 2022"
"R1D",2598,2,2,0,0,0,"November 2022"
"RJC",7678,2627,2639,348,0.34,0.13,"November 2022"
"RNA",16624,4227,5156,525,0.25,0.1,"November 2022"
"RL1",0,0,15,0,NA,0,"November 2022"
"RL4",20892,5401,6625,1045,0.26,0.16,"November 2022"
"RXW",12539,6418,4654,1649,0.51,0.35,"November 2022"
"RWD",17673,6894,4996,1923,0.39,0.38,"November 2022"
"RRK",32918,16098,14595,5084,0.49,0.35,"November 2022"
"RKB",21133,6325,5228,1087,0.3,0.21,"November 2022"
"RTG",29748,11513,6186,1358,0.39,0.22,"November 2022"
"RWE",23338,11427,8273,2725,0.49,0.33,"November 2022"
"RJE",22616,8366,7811,1740,0.37,0.22,"November 2022"
"RBK",12681,3430,3801,1108,0.27,0.29,"November 2022"
"RWP",17049,6087,4663,1574,0.36,0.34,"November 2022"
"RLQ",5546,2422,2018,382,0.44,0.19,"November 2022"
"RCF",6225,3010,2145,418,0.48,0.19,"November 2022"
"RFF",8978,4127,3129,675,0.46,0.22,"November 2022"
"RAE",12505,3621,4643,931,0.29,0.2,"November 2022"
"RWY",15030,5054,4185,1083,0.34,0.26,"November 2022"
"RXP",22018,6933,4656,1720,0.31,0.37,"November 2022"
"RP5",16224,5449,4608,1583,0.34,0.34,"November 2022"
"RR7",9575,2709,2526,1079,0.28,0.43,"November 2022"
"RCD",5229,1769,1663,428,0.34,0.26,"November 2022"
"RWA",10100,5880,5184,1388,0.58,0.27,"November 2022"
"RV9",847,1,0,0,0,NA,"November 2022"
"RR8",30032,9355,4729,2190,0.31,0.46,"November 2022"
"RXF",23972,NA,4779,2127,NA,0.45,"November 2022"
"RNN",10639,3559,3001,1286,0.33,0.43,"November 2022"
"RVW",15810,NA,4476,210,NA,0.05,"November 2022"
"RJL",12952,4881,4795,1403,0.38,0.29,"November 2022"
"RTF",19151,1773,6623,0,0.09,0,"November 2022"
"RCU",6715,1095,1296,1,0.16,0,"November 2022"
"RHQ",19383,4717,5797,1162,0.24,0.2,"November 2022"
"RTR",15784,5953,3959,1016,0.38,0.26,"November 2022"
"R0B",19987,5961,5550,810,0.3,0.15,"November 2022"
"RXG",0,0,120,0,NA,0,"November 2022"
"RTD",21607,5263,6203,549,0.24,0.09,"November 2022"
"RFR",7995,NA,3159,801,NA,0.25,"November 2022"
"RCB",18115,5349,5446,1592,0.3,0.29,"November 2022"
"RBS",6609,2342,1357,0,0.35,0,"November 2022"
"RXL",19171,3672,4144,1370,0.19,0.33,"November 2022"
"RMC",11281,5709,2954,943,0.51,0.32,"November 2022"
"RY2",3690,467,0,0,0.13,NA,"November 2022"
"RJR",7067,3175,2503,1137,0.45,0.45,"November 2022"
"RJN",4238,2008,1133,550,0.47,0.49,"November 2022"
"RXR",17720,4980,5449,1491,0.28,0.27,"November 2022"
"RXN",15608,4319,4300,1668,0.28,0.39,"November 2022"
"RBQ",0,0,137,0,NA,0,"November 2022"
"REM",26837,8999,6405,3391,0.34,0.53,"November 2022"
"REP",1252,81,100,0,0.06,0,"November 2022"
"R0A",42461,19853,6739,4011,0.47,0.6,"November 2022"
"RW4",12929,450,91,0,0.03,0,"November 2022"
"RBT",9518,4021,3381,1100,0.42,0.33,"November 2022"
"RM3",32167,13243,8146,2535,0.41,0.31,"November 2022"
"RVY",10727,2768,2137,784,0.26,0.37,"November 2022"
"RBN",14634,5744,5179,352,0.39,0.07,"November 2022"
"RWJ",9624,4034,3526,1181,0.42,0.33,"November 2022"
"RMP",11001,4182,2530,774,0.38,0.31,"November 2022"
"RBV",0,0,569,0,NA,0,"November 2022"
"RET",0,0,151,0,NA,0,"November 2022"
"RTX",11250,2761,3550,896,0.25,0.25,"November 2022"
"RWW",10512,3806,3184,1277,0.36,0.4,"November 2022"
"RY7",3739,43,0,0,0.01,NA,"November 2022"
"RBL",11207,4043,3651,856,0.36,0.23,"November 2022"
"RRF",12529,4410,2588,1336,0.35,0.52,"November 2022"
"RTK",11107,4408,3538,372,0.4,0.11,"November 2022"
"RWX",1278,7,59,0,0.01,0,"November 2022"
"RXQ",14234,4637,5407,720,0.33,0.13,"November 2022"
"RN7",15903,4360,2957,874,0.27,0.3,"November 2022"
"RVV",23985,7221,5574,1598,0.3,0.29,"November 2022"
"RXC",12613,4373,3803,188,0.35,0.05,"November 2022"
"RDU",21153,NA,6804,2232,NA,0.33,"November 2022"
"RN5",12035,4490,4968,1066,0.37,0.21,"November 2022"
"R1F",5679,1512,1261,668,0.27,0.53,"November 2022"
"RYY",7702,24,0,0,0,NA,"November 2022"
"RWF",19781,3318,6319,866,0.17,0.14,"November 2022"
"RPA",16422,5856,3205,981,0.36,0.31,"November 2022"
"RNU",3702,239,0,0,0.06,NA,"November 2022"
"RTH",15213,6403,7762,1083,0.42,0.14,"November 2022"
"RHU",14038,NA,5865,1504,NA,0.26,"November 2022"
"RPC",1369,1,573,0,0,0,"November 2022"
"RHW",15196,5587,3627,561,0.37,0.15,"November 2022"
"RA2",6870,3033,3203,618,0.44,0.19,"November 2022"
"RW1",2172,95,160,0,0.04,0,"November 2022"
"RTP",10627,4584,3622,1315,0.43,0.36,"November 2022"
"RDR",10908,387,0,0,0.04,NA,"November 2022"
"RHM",13308,4824,4562,483,0.36,0.11,"November 2022"
"RYR",29435,13020,7666,2587,0.44,0.34,"November 2022"
"RJ8",0,0,73,0,NA,0,"November 2022"
"RBD",6743,1788,1666,181,0.27,0.11,"November 2022"
"RDY",0,0,1,0,NA,0,"November 2022"
"RTQ",5569,31,18,0,0.01,0,"November 2022"
"RTE",12229,5041,4000,1082,0.41,0.27,"November 2022"
"RN3",10612,2853,3581,504,0.27,0.14,"November 2022"
"RVJ",8228,3432,4682,1082,0.42,0.23,"November 2022"
"REF",14983,3403,3431,1002,0.23,0.29,"November 2022"
"RH8",14803,6071,5629,1243,0.41,0.22,"November 2022"
"RD1",8121,3761,3940,689,0.46,0.17,"November 2022"
"RNZ",6131,1633,1964,469,0.27,0.24,"November 2022"
"RH5",14460,3194,3089,518,0.22,0.17,"November 2022"
"RYF",1875,136,0,0,0.07,NA,"November 2022"
"RA9",8524,3756,2914,747,0.44,0.26,"November 2022"
"RA7",17183,7531,5403,2006,0.44,0.37,"November 2022"
"R0D",13061,NA,5826,1018,NA,0.17,"November 2022"
"RK9",11821,NA,3118,1207,NA,0.39,"November 2022"
"RA4",5737,1769,1985,153,0.31,0.08,"November 2022"
"RC9",25248,NA,6360,244,NA,0.04,"December 2022"
"RGT",16632,NA,3194,1271,NA,0.4,"December 2022"
"RWH",15977,6160,3074,486,0.39,0.16,"December 2022"
"RDE",27461,9324,6049,2135,0.34,0.35,"December 2022"
"RY4",871,52,0,0,0.06,NA,"December 2022"
"RGP",8533,3230,2195,989,0.38,0.45,"December 2022"
"RAJ",33960,14682,9718,3345,0.43,0.34,"December 2022"
"RD8",16114,5046,2369,1006,0.31,0.42,"December 2022"
"RM1",20725,5452,4144,1511,0.26,0.36,"December 2022"
"RGN",18360,9399,4747,1374,0.51,0.29,"December 2022"
"RQW",11146,5477,2445,785,0.49,0.32,"December 2022"
"RCX",7450,3290,2671,1271,0.44,0.48,"December 2022"
"RWG",16669,6675,3502,1711,0.4,0.49,"December 2022"
"RGR",7939,NA,2614,1125,NA,0.43,"December 2022"
"RF4",28320,13016,4834,1899,0.46,0.39,"December 2022"
"R1H",45647,17831,6252,4552,0.39,0.73,"December 2022"
"RYX",9506,1120,0,0,0.12,NA,"December 2022"
"RQM",32402,NA,3125,1429,NA,0.46,"December 2022"
"RJ6",17708,5922,1449,965,0.33,0.67,"December 2022"
"RVR",13379,4618,2286,1135,0.35,0.5,"December 2022"
"RJ1",17637,4361,4226,107,0.25,0.03,"December 2022"
"RQX",11206,3127,1920,517,0.28,0.27,"December 2022"
"RY9",6134,144,0,0,0.02,NA,"December 2022"
"RYJ",22357,NA,3768,1821,NA,0.48,"December 2022"
"RJZ",26464,12316,4252,2676,0.47,0.63,"December 2022"
"RAX",11233,5010,2703,935,0.45,0.35,"December 2022"
"RJ2",28613,11346,4766,2102,0.4,0.44,"December 2022"
"R1K",30649,11039,7466,1629,0.36,0.22,"December 2022"
"RP6",4559,19,196,0,0,0,"December 2022"
"RAT",2094,105,0,0,0.05,NA,"December 2022"
"RAP",18181,7591,2175,1425,0.42,0.66,"December 2022"
"RAL",27417,11426,3851,1948,0.42,0.51,"December 2022"
"RAN",0,0,27,0,NA,0,"December 2022"
"RJ7",12589,3153,3169,1136,0.25,0.36,"December 2022"
"RAS",14081,5783,2034,913,0.41,0.45,"December 2022"
"RRV",13018,5019,1637,547,0.39,0.33,"December 2022"
"RKE",9287,3632,1111,676,0.39,0.61,"December 2022"
"RQ3",7278,3212,1043,0,0.44,0,"December 2022"
"RFS",8937,4668,3219,1156,0.52,0.36,"December 2022"
"RY8",10524,15,0,0,0,NA,"December 2022"
"RLT",9263,2514,1982,629,0.27,0.32,"December 2022"
"RNQ",9918,NA,2352,1488,NA,0.63,"December 2022"
"RY5",8946,559,0,0,0.06,NA,"December 2022"
"RNS",12607,5162,3545,1064,0.41,0.3,"December 2022"
"RX1",19168,NA,7631,1707,NA,0.22,"December 2022"
"RXK",28226,9833,3702,2368,0.35,0.64,"December 2022"
"RK5",16965,5795,3928,1467,0.34,0.37,"December 2022"
"R1D",2325,2,14,0,0,0,"December 2022"
"RJC",7510,3578,2360,834,0.48,0.35,"December 2022"
"RNA",18241,5240,4953,790,0.29,0.16,"December 2022"
"RL1",0,0,12,0,NA,0,"December 2022"
"RL4",22341,6502,6277,1567,0.29,0.25,"December 2022"
"RXW",13483,7451,4733,1401,0.55,0.3,"December 2022"
"RWD",18986,7951,5150,2334,0.42,0.45,"December 2022"
"RRK",32957,16525,13756,5225,0.5,0.38,"December 2022"
"RKB",21937,7118,4968,1273,0.32,0.26,"December 2022"
"RTG",31390,13840,6306,2059,0.44,0.33,"December 2022"
"RWE",22657,11819,8320,2879,0.52,0.35,"December 2022"
"RJE",23996,10663,8037,2093,0.44,0.26,"December 2022"
"RBK",13901,4198,3900,1434,0.3,0.37,"December 2022"
"RWP",16972,6593,4670,1611,0.39,0.34,"December 2022"
"RLQ",6015,3352,2114,436,0.56,0.21,"December 2022"
"RCF",6466,3514,2212,540,0.54,0.24,"December 2022"
"RFF",9203,5285,3226,965,0.57,0.3,"December 2022"
"RAE",12873,4139,4615,1102,0.32,0.24,"December 2022"
"RWY",15501,6148,4335,1431,0.4,0.33,"December 2022"
"RXP",24293,6990,5037,1882,0.29,0.37,"December 2022"
"RP5",16997,6702,4406,1981,0.39,0.45,"December 2022"
"RR7",10377,3237,2499,1153,0.31,0.46,"December 2022"
"RCD",5367,1961,1623,480,0.37,0.3,"December 2022"
"RWA",10318,6227,5404,1610,0.6,0.3,"December 2022"
"RV9",959,4,0,0,0,NA,"December 2022"
"RR8",30247,10402,4868,2297,0.34,0.47,"December 2022"
"RXF",24311,NA,4979,2325,NA,0.47,"December 2022"
"RNN",11521,4436,3153,1448,0.39,0.46,"December 2022"
"RVW",18557,NA,4696,403,NA,0.09,"December 2022"
"RJL",13317,6246,4740,1640,0.47,0.35,"December 2022"
"RTF",22564,2528,6817,81,0.11,0.01,"December 2022"
"RCU",7284,1589,1251,1,0.22,0,"December 2022"
"RHQ",20263,5351,5502,1510,0.26,0.27,"December 2022"
"RTR",16855,6725,4191,548,0.4,0.13,"December 2022"
"R0B",22321,8481,5670,1578,0.38,0.28,"December 2022"
"RXG",0,0,119,0,NA,0,"December 2022"
"RTD",22183,6452,6245,876,0.29,0.14,"December 2022"
"RFR",8033,NA,3396,910,NA,0.27,"December 2022"
"RCB",19232,6012,5283,1916,0.31,0.36,"December 2022"
"RBS",7420,2988,1507,0,0.4,0,"December 2022"
"RXL",20657,4342,4352,1582,0.21,0.36,"December 2022"
"RMC",11505,5859,3056,1075,0.51,0.35,"December 2022"
"RY2",4156,734,0,0,0.18,NA,"December 2022"
"RJR",7231,3655,2669,1254,0.51,0.47,"December 2022"
"RJN",4374,2319,1157,802,0.53,0.69,"December 2022"
"RXR",18800,6017,5476,1616,0.32,0.3,"December 2022"
"RXN",17274,4573,4376,1799,0.26,0.41,"December 2022"
"RBQ",0,0,180,0,NA,0,"December 2022"
"REM",26329,10019,5879,3544,0.38,0.6,"December 2022"
"REP",1164,137,111,0,0.12,0,"December 2022"
"R0A",41410,20042,6979,4161,0.48,0.6,"December 2022"
"RW4",14524,902,84,0,0.06,0,"December 2022"
"RBT",9565,4681,3307,1266,0.49,0.38,"December 2022"
"RM3",31488,14796,8555,2756,0.47,0.32,"December 2022"
"RVY",11651,3408,2193,845,0.29,0.39,"December 2022"
"RBN",15130,7119,5057,425,0.47,0.08,"December 2022"
"RWJ",9626,4678,3282,1337,0.49,0.41,"December 2022"
"RMP",12067,5097,2742,1010,0.42,0.37,"December 2022"
"RBV",0,0,628,0,NA,0,"December 2022"
"RET",0,0,160,0,NA,0,"December 2022"
"RTX",11930,4180,3538,1371,0.35,0.39,"December 2022"
"RWW",11067,4967,2765,1440,0.45,0.52,"December 2022"
"RY7",4911,367,0,0,0.07,NA,"December 2022"
"RBL",12068,4350,3770,830,0.36,0.22,"December 2022"
"RRF",13628,4877,2765,1495,0.36,0.54,"December 2022"
"RTK",12052,5791,3346,803,0.48,0.24,"December 2022"
"RWX",1117,5,59,0,0,0,"December 2022"
"RXQ",14554,5477,5065,843,0.38,0.17,"December 2022"
"RN7",17598,5256,3144,930,0.3,0.3,"December 2022"
"RVV",25237,8903,5659,1747,0.35,0.31,"December 2022"
"RXC",13798,5524,3698,333,0.4,0.09,"December 2022"
"RDU",22463,NA,6879,2297,NA,0.33,"December 2022"
"RN5",12677,6401,4846,1484,0.5,0.31,"December 2022"
"R1F",6015,1694,1405,734,0.28,0.52,"December 2022"
"RYY",8766,30,0,0,0,NA,"December 2022"
"RWF",21577,5064,5761,1318,0.23,0.23,"December 2022"
"RPA",16878,6699,3325,1217,0.4,0.37,"December 2022"
"RNU",3043,210,0,0,0.07,NA,"December 2022"
"RTH",15373,7129,7844,1609,0.46,0.21,"December 2022"
"RHU",15082,NA,5858,1904,NA,0.33,"December 2022"
"RPC",1326,7,454,0,0.01,0,"December 2022"
"RHW",15352,5734,3470,807,0.37,0.23,"December 2022"
"RA2",7002,3437,2947,705,0.49,0.24,"December 2022"
"RW1",3094,313,197,0,0.1,0,"December 2022"
"RTP",10962,4961,3718,1414,0.45,0.38,"December 2022"
"RDR",12340,1476,1,0,0.12,0,"December 2022"
"RHM",13924,6135,4953,950,0.44,0.19,"December 2022"
"RYR",30114,14973,7396,3719,0.5,0.5,"December 2022"
"RJ8",0,0,104,0,NA,0,"December 2022"
"RBD",7733,2255,1806,263,0.29,0.15,"December 2022"
"RDY",0,0,0,0,NA,NA,"December 2022"
"RTQ",5622,29,17,0,0.01,0,"December 2022"
"RTE",12728,5768,4216,1163,0.45,0.28,"December 2022"
"RN3",11824,3276,3520,585,0.28,0.17,"December 2022"
"RVJ",7869,3493,3974,1247,0.44,0.31,"December 2022"
"REF",16035,4482,3503,1308,0.28,0.37,"December 2022"
"RH8",15192,6831,5704,1482,0.45,0.26,"December 2022"
"RD1",8335,4014,3647,1094,0.48,0.3,"December 2022"
"RNZ",6839,1825,2023,528,0.27,0.26,"December 2022"
"RH5",15839,4676,3218,794,0.3,0.25,"December 2022"
"RYF",2102,381,0,0,0.18,NA,"December 2022"
"RA9",9262,4463,2877,798,0.48,0.28,"December 2022"
"RA7",16662,7762,5267,2197,0.47,0.42,"December 2022"
"R0D",13689,NA,5972,1531,NA,0.26,"December 2022"
"RK9",12485,NA,3293,1316,NA,0.4,"December 2022"
"RA4",6170,2251,2114,154,0.36,0.07,"December 2022"
"RC9",21675,NA,6335,121,NA,0.02,"January 2023"
"RGT",14753,NA,3228,1027,NA,0.32,"January 2023"
"RWH",13672,4840,3154,327,0.35,0.1,"January 2023"
"RDE",23106,6291,5720,1565,0.27,0.27,"January 2023"
"RY4",1080,53,0,0,0.05,NA,"January 2023"
"RGP",7092,2257,2031,847,0.32,0.42,"January 2023"
"RAJ",28902,10297,9795,3240,0.36,0.33,"January 2023"
"RD8",12789,2540,2211,750,0.2,0.34,"January 2023"
"RM1",18213,3823,3903,1450,0.21,0.37,"January 2023"
"RGN",15300,5675,4708,1252,0.37,0.27,"January 2023"
"RQW",9252,4221,2311,584,0.46,0.25,"January 2023"
"RCX",6399,2667,2697,1101,0.42,0.41,"January 2023"
"RWG",14112,4455,3396,1867,0.32,0.55,"January 2023"
"RGR",6838,NA,2467,858,NA,0.35,"January 2023"
"RF4",26483,10993,4710,1919,0.42,0.41,"January 2023"
"R1H",39820,11885,6076,3767,0.3,0.62,"January 2023"
"RYX",8370,249,0,0,0.03,NA,"January 2023"
"RQM",26926,NA,2898,1367,NA,0.47,"January 2023"
"RJ6",16121,4101,1495,870,0.25,0.58,"January 2023"
"RVR",11848,2869,2008,962,0.24,0.48,"January 2023"
"RJ1",16465,3485,4297,91,0.21,0.02,"January 2023"
"RQX",9854,1682,1957,289,0.17,0.15,"January 2023"
"RY9",4629,0,0,0,0,NA,"January 2023"
"RYJ",20475,NA,3813,1350,NA,0.35,"January 2023"
"RJZ",22579,8793,4156,2533,0.39,0.61,"January 2023"
"RAX",9016,2986,2666,664,0.33,0.25,"January 2023"
"RJ2",23550,8081,4781,1875,0.34,0.39,"January 2023"
"R1K",25993,7068,7885,1384,0.27,0.18,"January 2023"
"RP6",5518,18,206,0,0,0,"January 2023"
"RAT",2389,116,0,0,0.05,NA,"January 2023"
"RAP",15193,5319,1902,1144,0.35,0.6,"January 2023"
"RAL",23195,7570,3716,2054,0.33,0.55,"January 2023"
"RAN",0,0,26,0,NA,0,"January 2023"
"RJ7",11095,2052,3237,1311,0.18,0.41,"January 2023"
"RAS",11521,3232,2067,573,0.28,0.28,"January 2023"
"RRV",11864,3398,1622,380,0.29,0.23,"January 2023"
"RKE",8309,3023,1046,594,0.36,0.57,"January 2023"
"RQ3",5004,780,1003,0,0.16,0,"January 2023"
"RFS",7685,2605,3296,814,0.34,0.25,"January 2023"
"RY8",8015,10,0,0,0,NA,"January 2023"
"RLT",7707,2126,974,551,0.28,0.57,"January 2023"
"RNQ",8513,NA,2247,1126,NA,0.5,"January 2023"
"RY5",7063,264,0,0,0.04,NA,"January 2023"
"RNS",10362,3497,3199,897,0.34,0.28,"January 2023"
"RX1",16459,NA,7325,1617,NA,0.22,"January 2023"
"RXK",24425,6450,3512,1742,0.26,0.5,"January 2023"
"RK5",14149,3753,3894,1184,0.27,0.3,"January 2023"
"R1D",2680,2,4,0,0,0,"January 2023"
"RJC",6808,2276,2605,491,0.33,0.19,"January 2023"
"RNA",15163,3398,5109,824,0.22,0.16,"January 2023"
"RL1",0,0,24,0,NA,0,"January 2023"
"RL4",19209,4316,6614,855,0.22,0.13,"January 2023"
"RXW",11038,4944,4791,1221,0.45,0.25,"January 2023"
"RWD",16721,6577,5053,1808,0.39,0.36,"January 2023"
"RRK",29254,13270,14356,4755,0.45,0.33,"January 2023"
"RKB",20023,5164,5109,1151,0.26,0.23,"January 2023"
"RTG",26380,10056,6329,1591,0.38,0.25,"January 2023"
"RWE",20226,8667,8424,2348,0.43,0.28,"January 2023"
"RJE",20456,7471,7837,1699,0.37,0.22,"January 2023"
"RBK",11101,2824,3944,927,0.25,0.24,"January 2023"
"RWP",15815,5220,4660,1372,0.33,0.29,"January 2023"
"RLQ",5165,2404,2073,428,0.47,0.21,"January 2023"
"RCF",5521,2355,2022,296,0.43,0.15,"January 2023"
"RFF",7797,2646,3094,485,0.34,0.16,"January 2023"
"RAE",10980,2807,4285,966,0.26,0.23,"January 2023"
"RWY",13242,3860,4094,955,0.29,0.23,"January 2023"
"RXP",20150,5865,4653,1722,0.29,0.37,"January 2023"
"RP5",14903,5188,4315,1820,0.35,0.42,"January 2023"
"RR7",8552,2522,2495,1077,0.29,0.43,"January 2023"
"RCD",4739,1048,1638,322,0.22,0.2,"January 2023"
"RWA",9431,4977,5246,1312,0.53,0.25,"January 2023"
"RV9",770,0,0,0,0,NA,"January 2023"
"RR8",26443,6832,4706,1980,0.26,0.42,"January 2023"
"RXF",19708,NA,4616,2018,NA,0.44,"January 2023"
"RNN",9654,3134,2917,1152,0.32,0.39,"January 2023"
"RVW",14280,NA,4288,271,NA,0.06,"January 2023"
"RJL",12039,5108,4786,1554,0.42,0.32,"January 2023"
"RTF",17921,1159,6302,48,0.06,0.01,"January 2023"
"RCU",5028,504,1078,1,0.1,0,"January 2023"
"RHQ",18189,3987,6293,962,0.22,0.15,"January 2023"
"RTR",13913,3730,4305,1117,0.27,0.26,"January 2023"
"R0B",18501,5812,5279,1203,0.31,0.23,"January 2023"
"RXG",0,0,126,0,NA,0,"January 2023"
"RTD",18767,4510,6091,705,0.24,0.12,"January 2023"
"RFR",7166,NA,3232,684,NA,0.21,"January 2023"
"RCB",16844,4727,5378,1629,0.28,0.3,"January 2023"
"RBS",5175,1229,1317,0,0.24,0,"January 2023"
"RXL",18024,3467,3884,1481,0.19,0.38,"January 2023"
"RMC",9550,3540,3046,1006,0.37,0.33,"January 2023"
"RY2",3155,200,0,0,0.06,NA,"January 2023"
"RJR",6203,2481,2565,1368,0.4,0.53,"January 2023"
"RJN",3786,1647,1039,645,0.44,0.62,"January 2023"
"RXR",16196,4209,5156,1387,0.26,0.27,"January 2023"
"RXN",14423,3664,4371,1791,0.25,0.41,"January 2023"
"RBQ",0,0,143,0,NA,0,"January 2023"
"REM",24670,7750,6203,3291,0.31,0.53,"January 2023"
"REP",1342,160,102,0,0.12,0,"January 2023"
"R0A",35092,13889,6940,3564,0.4,0.51,"January 2023"
"RW4",11611,216,93,0,0.02,0,"January 2023"
"RBT",8541,3470,3141,1174,0.41,0.37,"January 2023"
"RM3",28649,10065,8358,2168,0.35,0.26,"January 2023"
"RVY",9620,2317,1960,774,0.24,0.39,"January 2023"
"RBN",12868,4362,5150,275,0.34,0.05,"January 2023"
"RWJ",8231,3340,3375,1155,0.41,0.34,"January 2023"
"RMP",9837,3379,2638,727,0.34,0.28,"January 2023"
"RBV",0,0,711,0,NA,0,"January 2023"
"RET",0,0,153,0,NA,0,"January 2023"
"RTX",10000,2546,3513,913,0.25,0.26,"January 2023"
"RWW",9473,3360,2352,1314,0.35,0.56,"January 2023"
"RY7",3972,154,0,0,0.04,NA,"January 2023"
"RBL",9644,3306,3497,942,0.34,0.27,"January 2023"
"RRF",10919,3826,2617,1465,0.35,0.56,"January 2023"
"RTK",9493,4091,3161,703,0.43,0.22,"January 2023"
"RWX",1224,9,52,0,0.01,0,"January 2023"
"RXQ",12652,3561,5022,633,0.28,0.13,"January 2023"
"RN7",14073,3075,2981,738,0.22,0.25,"January 2023"
"RVV",22352,7061,5458,1645,0.32,0.3,"January 2023"
"RXC",11585,3488,3606,186,0.3,0.05,"January 2023"
"RDU",18519,NA,6322,1828,NA,0.29,"January 2023"
"RN5",10854,3710,4909,762,0.34,0.16,"January 2023"
"R1F",5162,1282,1408,521,0.25,0.37,"January 2023"
"RYY",7908,10,0,0,0,NA,"January 2023"
"RWF",18236,2546,6283,803,0.14,0.13,"January 2023"
"RPA",14812,4211,3245,1064,0.28,0.33,"January 2023"
"RNU",3670,264,0,0,0.07,NA,"January 2023"
"RTH",13498,4802,7579,1055,0.36,0.14,"January 2023"
"RHU",13212,NA,6090,1189,NA,0.2,"January 2023"
"RPC",1275,0,519,0,0,0,"January 2023"
"RHW",13376,3753,3551,732,0.28,0.21,"January 2023"
"RA2",5825,2046,2957,520,0.35,0.18,"January 2023"
"RW1",2338,17,192,0,0.01,0,"January 2023"
